"date";"shop_id";"item_id";"item_price";"item_cnt_day"
"2015-01-04 00:00:00";29;1469;1199.0;1.0
"2015-01-04 00:00:00";28;21364;479.0;1.0
"2015-01-04 00:00:00";28;21365;999.0;2.0
"2015-01-04 00:00:00";28;22104;249.0;2.0
"2015-01-04 00:00:00";28;22091;179.0;1.0
"2015-01-04 00:00:00";28;21842;149.0;1.0
"2015-01-04 00:00:00";28;21881;299.0;1.0
"2015-01-04 00:00:00";29;6930;2199.0;1.0
"2015-01-04 00:00:00";29;10515;169.0;1.0
"2015-01-04 00:00:00";29;8624;149.0;1.0
"2015-01-04 00:00:00";29;4178;1590.0;1.0
"2015-01-04 00:00:00";29;5643;2990.0;1.0
"2015-01-04 00:00:00";29;5823;2799.0;1.0
"2015-01-04 00:00:00";29;5037;2599.0;1.0
"2015-01-04 00:00:00";29;5013;698.0;1.0
"2015-01-04 00:00:00";29;5822;1149.0;1.0
"2015-01-04 00:00:00";28;16487;399.0;1.0
"2015-01-04 00:00:00";28;16360;799.0;1.0
"2015-01-04 00:00:00";28;15698;99.0;1.0
"2015-01-04 00:00:00";28;15812;999.0;1.0
"2015-01-04 00:00:00";28;15818;699.0;1.0
"2015-01-04 00:00:00";28;17748;349.0;1.0
"2015-01-04 00:00:00";28;16923;599.0;2.0
"2015-01-04 00:00:00";28;16889;99.0;1.0
"2015-01-04 00:00:00";28;16880;199.0;1.0
"2015-01-04 00:00:00";28;17027;399.0;1.0
"2015-01-04 00:00:00";28;15922;2149.0;1.0
"2015-01-04 00:00:00";28;15645;399.0;1.0
"2015-01-04 00:00:00";28;20225;479.0;2.0
"2015-01-04 00:00:00";28;20434;1899.0;1.0
"2015-01-04 00:00:00";28;20069;98.0;1.0
"2015-01-04 00:00:00";28;19816;799.0;1.0
"2015-01-04 00:00:00";28;20949;5.0;6.0
"2015-01-04 00:00:00";28;20916;1719.0;1.0
"2015-01-04 00:00:00";28;18407;199.0;1.0
"2015-01-04 00:00:00";28;18148;449.0;1.0
"2015-01-04 00:00:00";28;18048;299.0;1.0
"2015-01-04 00:00:00";28;18439;199.0;1.0
"2015-01-04 00:00:00";28;19116;399.0;1.0
"2015-01-04 00:00:00";28;18477;249.0;1.0
"2015-01-04 00:00:00";31;2868;999.0;1.0
"2015-01-04 00:00:00";31;2853;666.0;3.0
"2015-01-04 00:00:00";31;2852;666.0;3.0
"2015-01-04 00:00:00";31;2817;3799.0;1.0
"2015-01-04 00:00:00";31;3141;1180.0;1.0
"2015-01-04 00:00:00";31;3084;299.0;1.0
"2015-01-04 00:00:00";31;2047;198.0;2.0
"2015-01-04 00:00:00";31;2286;2999.0;1.0
"2015-01-04 00:00:00";31;1969;3999.0;1.0
"2015-01-04 00:00:00";31;1744;299.0;1.0
"2015-01-04 00:00:00";31;2445;599.0;2.0
"2015-01-04 00:00:00";31;4102;349.0;1.0
"2015-01-04 00:00:00";31;4334;799.0;1.0
"2015-01-04 00:00:00";31;4554;299.0;2.0
"2015-01-04 00:00:00";31;3553;2799.0;1.0
"2015-01-04 00:00:00";31;3734;3399.0;1.0
"2015-01-04 00:00:00";29;17717;1000.0;1.0
"2015-01-04 00:00:00";29;16205;359.0;1.0
"2015-01-04 00:00:00";29;16174;799.0;1.0
"2015-01-04 00:00:00";29;16788;2099.0;1.0
"2015-01-04 00:00:00";29;15818;699.0;1.0
"2015-01-04 00:00:00";29;18147;99.0;1.0
"2015-01-04 00:00:00";29;12362;399.0;1.0
"2015-01-04 00:00:00";29;13517;2390.0;1.0
"2015-01-04 00:00:00";29;13511;1499.0;1.0
"2015-01-04 00:00:00";29;11927;599.0;1.0
"2015-01-04 00:00:00";29;20610;1099.0;1.0
"2015-01-04 00:00:00";31;1364;399.0;1.0
"2015-01-04 00:00:00";31;1858;1199.0;1.0
"2015-01-04 00:00:00";31;1563;1799.0;1.0
"2015-01-04 00:00:00";31;1570;2999.0;1.0
"2015-01-04 00:00:00";31;1568;1999.0;1.0
"2015-01-04 00:00:00";29;21362;1099.0;1.0
"2015-01-04 00:00:00";29;20259;149.0;1.0
"2015-01-04 00:00:00";29;21367;749.0;1.0
"2015-01-04 00:00:00";31;32;149.0;1.0
"2015-01-04 00:00:00";31;486;300.0;1.0
"2015-01-04 00:00:00";28;1563;1799.0;1.0
"2015-01-04 00:00:00";28;1971;4499.0;1.0
"2015-01-04 00:00:00";28;1878;2599.0;1.0
"2015-01-04 00:00:00";27;21364;479.0;1.0
"2015-01-04 00:00:00";27;21365;999.0;1.0
"2015-01-04 00:00:00";28;30;169.0;1.0
"2015-01-04 00:00:00";27;21605;99.0;1.0
"2015-01-04 00:00:00";28;3342;2999.0;1.0
"2015-01-04 00:00:00";28;3340;1799.0;1.0
"2015-01-04 00:00:00";28;3071;799.0;1.0
"2015-01-04 00:00:00";28;3934;3499.0;1.0
"2015-01-04 00:00:00";28;3777;349.0;1.0
"2015-01-04 00:00:00";28;2293;999.0;2.0
"2015-01-04 00:00:00";28;2284;2999.0;1.0
"2015-01-04 00:00:00";28;2578;349.0;1.0
"2015-01-04 00:00:00";28;2799;499.0;1.0
"2015-01-04 00:00:00";27;15817;399.0;1.0
"2015-01-04 00:00:00";27;16441;99.0;1.0
"2015-01-04 00:00:00";27;15739;499.0;1.0
"2015-01-04 00:00:00";27;17322;149.0;1.0
"2015-01-04 00:00:00";27;14822;1259.0;2.0
"2015-01-04 00:00:00";27;15257;1199.0;1.0
"2015-01-04 00:00:00";27;16113;1599.0;1.0
"2015-01-04 00:00:00";27;16136;1199.0;1.0
"2015-01-04 00:00:00";27;16116;659.0;1.0
"2015-01-04 00:00:00";27;15856;899.0;1.0
"2015-01-04 00:00:00";27;15989;499.0;1.0
"2015-01-04 00:00:00";27;15857;1499.0;1.0
"2015-01-04 00:00:00";27;20608;1999.0;1.0
"2015-01-04 00:00:00";27;20544;1999.0;1.0
"2015-01-04 00:00:00";27;20521;1999.0;1.0
"2015-01-04 00:00:00";27;20225;479.0;1.0
"2015-01-04 00:00:00";27;18042;299.0;2.0
"2015-01-04 00:00:00";27;18030;299.0;1.0
"2015-01-04 00:00:00";27;18026;299.0;2.0
"2015-01-04 00:00:00";27;18050;299.0;1.0
"2015-01-04 00:00:00";27;18048;299.0;1.0
"2015-01-04 00:00:00";27;18046;299.0;1.0
"2015-01-04 00:00:00";27;18049;299.0;1.0
"2015-01-04 00:00:00";28;11927;599.0;1.0
"2015-01-04 00:00:00";28;11431;79.0;1.0
"2015-01-04 00:00:00";28;8079;399.0;1.0
"2015-01-04 00:00:00";28;11899;99.0;1.0
"2015-01-04 00:00:00";28;10476;479.0;2.0
"2015-01-04 00:00:00";28;10164;199.0;1.0
"2015-01-04 00:00:00";28;14308;169.0;1.0
"2015-01-04 00:00:00";28;13803;799.0;2.0
"2015-01-04 00:00:00";28;14597;199.0;1.0
"2015-01-04 00:00:00";28;12091;499.0;1.0
"2015-01-04 00:00:00";28;13591;1799.0;1.0
"2015-01-04 00:00:00";28;12839;99.0;1.0
"2015-01-04 00:00:00";28;5459;349.0;1.0
"2015-01-04 00:00:00";28;5823;2799.0;1.0
"2015-01-04 00:00:00";28;4393;1198.0;1.0
"2015-01-04 00:00:00";28;4003;449.0;1.0
"2015-01-04 00:00:00";28;4102;349.0;2.0
"2015-01-04 00:00:00";28;4872;1199.0;1.0
"2015-01-04 00:00:00";28;7308;349.0;1.0
"2015-01-04 00:00:00";28;7894;2290.0;2.0
"2015-01-04 00:00:00";28;6129;1999.0;1.0
"2015-01-04 00:00:00";28;6027;299.0;1.0
"2015-01-04 00:00:00";28;6713;1699.0;2.0
"2015-01-04 00:00:00";28;6351;449.0;1.0
"2015-01-04 00:00:00";31;18677;199.0;1.0
"2015-01-04 00:00:00";31;19116;399.0;1.0
"2015-01-04 00:00:00";31;20613;1099.0;2.0
"2015-01-04 00:00:00";31;21365;999.0;1.0
"2015-01-04 00:00:00";31;21367;749.0;1.0
"2015-01-04 00:00:00";31;21377;135.2;1.0
"2015-01-04 00:00:00";31;21364;479.0;1.0
"2015-01-04 00:00:00";31;19817;499.0;1.0
"2015-01-04 00:00:00";31;19894;499.0;1.0
"2015-01-04 00:00:00";31;19692;169.0;1.0
"2015-01-04 00:00:00";31;19752;63.2;1.0
"2015-01-04 00:00:00";31;20465;1399.0;1.0
"2015-01-04 00:00:00";31;20055;399.0;1.0
"2015-01-04 00:00:00";31;16356;199.0;1.0
"2015-01-04 00:00:00";31;16555;49.0;1.0
"2015-01-04 00:00:00";31;16790;2899.0;1.0
"2015-01-04 00:00:00";31;16058;449.0;1.0
"2015-01-04 00:00:00";31;16137;399.0;1.0
"2015-01-04 00:00:00";31;16116;659.0;1.0
"2015-01-04 00:00:00";31;16083;449.0;1.0
"2015-01-04 00:00:00";31;15615;399.0;1.0
"2015-01-04 00:00:00";31;17500;499.0;1.0
"2015-01-04 00:00:00";31;17467;399.0;1.0
"2015-01-04 00:00:00";31;17748;349.0;1.0
"2015-01-04 00:00:00";31;16896;399.0;1.0
"2015-01-04 00:00:00";31;17046;399.0;1.0
"2015-01-04 00:00:00";31;17130;58.0;1.0
"2015-01-04 00:00:00";31;16032;499.0;1.0
"2015-01-04 00:00:00";31;21386;134.6;1.0
"2015-01-04 00:00:00";35;4806;99.0;1.0
"2015-01-04 00:00:00";35;5821;1099.0;1.0
"2015-01-04 00:00:00";35;5663;3690.0;1.0
"2015-01-04 00:00:00";35;2976;2199.0;1.0
"2015-01-04 00:00:00";35;3072;3499.0;1.0
"2015-01-04 00:00:00";35;2799;499.0;1.0
"2015-01-04 00:00:00";35;13802;499.0;1.0
"2015-01-04 00:00:00";35;12477;199.0;1.0
"2015-01-04 00:00:00";35;7736;299.0;1.0
"2015-01-04 00:00:00";35;7894;2290.0;1.0
"2015-01-04 00:00:00";35;7877;3990.0;-1.0
"2015-01-04 00:00:00";35;9554;199.0;1.0
"2015-01-04 00:00:00";35;10455;99.0;1.0
"2015-01-04 00:00:00";31;22088;119.0;2.0
"2015-01-04 00:00:00";31;22087;119.0;1.0
"2015-01-04 00:00:00";31;21363;3199.0;1.0
"2015-01-04 00:00:00";31;21440;149.0;1.0
"2015-01-04 00:00:00";31;21793;999.0;1.0
"2015-01-04 00:00:00";31;21976;1499.0;1.0
"2015-01-04 00:00:00";35;970;349.0;1.0
"2015-01-04 00:00:00";34;22088;119.0;1.0
"2015-01-04 00:00:00";34;22087;119.0;1.0
"2015-01-04 00:00:00";34;20949;5.0;1.0
"2015-01-04 00:00:00";35;1880;2849.0;1.0
"2015-01-04 00:00:00";35;1857;1999.0;1.0
"2015-01-04 00:00:00";35;1883;3999.0;1.0
"2015-01-04 00:00:00";35;1826;28.0;1.0
"2015-01-04 00:00:00";35;1824;28.0;1.0
"2015-01-04 00:00:00";34;17717;2599.0;1.0
"2015-01-04 00:00:00";34;13697;899.0;1.0
"2015-01-04 00:00:00";34;15044;298.0;1.0
"2015-01-04 00:00:00";31;9355;349.0;1.0
"2015-01-04 00:00:00";31;8012;299.0;1.0
"2015-01-04 00:00:00";31;8008;299.0;2.0
"2015-01-04 00:00:00";31;9495;99.0;1.0
"2015-01-04 00:00:00";31;10476;479.0;2.0
"2015-01-04 00:00:00";31;10478;799.0;1.0
"2015-01-04 00:00:00";31;10633;899.0;1.0
"2015-01-04 00:00:00";31;10615;599.0;1.0
"2015-01-04 00:00:00";31;9697;1799.0;1.0
"2015-01-04 00:00:00";31;10266;299.0;1.0
"2015-01-04 00:00:00";31;10378;149.0;1.0
"2015-01-04 00:00:00";31;5822;1149.0;4.0
"2015-01-04 00:00:00";31;5341;1399.0;1.0
"2015-01-04 00:00:00";31;5572;1890.0;1.0
"2015-01-04 00:00:00";31;4807;399.0;1.0
"2015-01-04 00:00:00";31;4872;1199.0;1.0
"2015-01-04 00:00:00";31;4628;299.0;1.0
"2015-01-04 00:00:00";31;5305;299.0;1.0
"2015-01-04 00:00:00";31;4906;1999.0;1.0
"2015-01-04 00:00:00";31;6308;299.0;1.0
"2015-01-04 00:00:00";31;6710;599.0;1.0
"2015-01-04 00:00:00";31;7793;2599.0;1.0
"2015-01-04 00:00:00";31;7233;599.0;1.0
"2015-01-04 00:00:00";31;6051;399.0;1.0
"2015-01-04 00:00:00";31;6129;1999.0;1.0
"2015-01-04 00:00:00";31;6128;2499.0;1.0
"2015-01-04 00:00:00";31;5962;699.0;1.0
"2015-01-04 00:00:00";31;6496;249.0;1.0
"2015-01-04 00:00:00";31;6252;299.0;1.0
"2015-01-04 00:00:00";31;6226;199.0;1.0
"2015-01-04 00:00:00";31;14437;349.0;1.0
"2015-01-04 00:00:00";31;14458;299.0;1.0
"2015-01-04 00:00:00";31;13812;99.0;1.0
"2015-01-04 00:00:00";31;13803;799.0;1.0
"2015-01-04 00:00:00";31;13802;499.0;1.0
"2015-01-04 00:00:00";31;14019;149.0;2.0
"2015-01-04 00:00:00";31;14223;299.0;1.0
"2015-01-04 00:00:00";31;15286;1899.0;1.0
"2015-01-04 00:00:00";31;15336;529.0;1.0
"2015-01-04 00:00:00";31;15480;599.0;1.0
"2015-01-04 00:00:00";31;14830;339.0;1.0
"2015-01-04 00:00:00";31;14628;199.0;1.0
"2015-01-04 00:00:00";31;15240;599.0;1.0
"2015-01-04 00:00:00";31;14844;339.0;1.0
"2015-01-04 00:00:00";31;11926;1139.0;2.0
"2015-01-04 00:00:00";31;11688;149.0;1.0
"2015-01-04 00:00:00";31;11711;299.0;1.0
"2015-01-04 00:00:00";31;11795;199.0;1.0
"2015-01-04 00:00:00";31;11927;569.0;4.0
"2015-01-04 00:00:00";31;11181;99.0;1.0
"2015-01-04 00:00:00";31;11247;399.0;1.0
"2015-01-04 00:00:00";31;11134;79.0;1.0
"2015-01-04 00:00:00";31;11106;199.0;1.0
"2015-01-04 00:00:00";31;11595;99.0;1.0
"2015-01-04 00:00:00";31;12797;199.0;1.0
"2015-01-04 00:00:00";31;12062;99.0;1.0
"2015-01-04 00:00:00";31;12361;99.0;1.0
